revId,appId,text,revDate,revRating,revOwner
111580,22," I like no match.","March 15, 2018",3,"A Google user"
111581,22," Nice","March 15, 2018",5,"A Google user"
111582,22," very good","March 14, 2018",5,"A Google user"
111583,22," Awesome app,it transformed my worst pic","March 14, 2018",5,"A Google user"
111584,22," A1","March 14, 2018",5,"YASH GAHLOT"
111585,22," This app was good","March 14, 2018",4,"A Google user"
111586,22," Useful","March 14, 2018",5,"jose virgen"
111587,22," W need to pay gor a lot of things!","March 14, 2018",3,"Chinny K"
111588,22," Beautiful creation ","March 14, 2018",4,"A Google user"
111589,22," It is ok but it ruined the color of the picture  But it is good","March 14, 2018",2,"bam bam bamin up matenez"
111590,22," I love it but some features should be a bit good ","March 14, 2018",5,"DEBOJIT THAKUR"
111591,22," ","March 14, 2018",5,"A Google user"
111592,22," Its amaizing. But the blaxk and white filters should be improved","March 14, 2018",5,"Sunyeat is here"
111593,22," This seems very easy to use.","March 14, 2018",4,"A Google user"
111594,22," easy for use","March 14, 2018",5,"A Google user"
111595,22," Dk","March 14, 2018",5,"Sidhu Chathe wala"
111596,22," Beautifully app","March 13, 2018",5,"Aryan Gupta"
111597,22," This app keeps crashing on me several times a day","March 13, 2018",1,"D Bowen"
111598,22," Love it","March 13, 2018",4,"Encoma Pitter"
111599,22," Yes","March 13, 2018",5,"A Google user"
111600,22," Elh","March 13, 2018",5,"Janith Lokuge"
111601,22," Good","March 13, 2018",5,"A Google user"
111602,22," Love love love love this app","March 13, 2018",5,"Autie Marie"
111603,22," This app used to work fine, but now it's completely broken. Not a single image can be saved after editing. They all just end up being error jpegs. Cool app but now it's fried","March 13, 2018",2,Dapunleg
111604,22," Cool app","March 13, 2018",4,"kirk presgraves"
111605,22," Very good for this kind of editing","March 13, 2018",5,"Rachamalla The GAMER"
111606,22," Need more improvement thats all","March 13, 2018",4,"talha s"
111607,22," Pretty stickers, nice frames, cool enhancments, great meme feature, its great","March 13, 2018",5,"Fashionista The Harry Potter fan"
111608,22," The splash feature isn't working anymore but other than that it's ok","March 13, 2018",3,Sophia
111609,22," Rubbish 2","March 13, 2018",1,"Sturmtiger king"
111610,22," Nis","March 13, 2018",4,"Vicky Gethci"
111611,22," Too many adds not a real photo editing app can do more with just my phone","March 13, 2018",1,"raven hartegan"
111612,22," Its cool","March 13, 2018",5,"A Google user"
111613,22," C0ol doommmmm l","March 12, 2018",5,"A Google user"
111614,22," Love using this app! ","March 12, 2018",5,"Emily Bratcher"
111615,22," Good photo editor.","March 12, 2018",4,"A Google user"
111616,22," I used this to make racist memes. Kek","March 12, 2018",5,Znqi
111617,22," Great app!!","March 12, 2018",5,"David Stark"
111618,22," This is the best app ever","March 12, 2018",5,"A Google user"
111619,22," It's an amazing way to edit photos and make memories pretty","March 12, 2018",5,Addi
111620,22," I like the fact that it gives me everything I need to edit these photos of mine.","March 12, 2018",4,"A Google user"
111621,22," This app is amazing for editing","March 12, 2018",5,"Yash Kothari"
111622,22," Amazing app","March 12, 2018",5,"Akhil Babu"
111623,22," Nice app","March 12, 2018",4,"A Google user"
111624,22," Just simple","March 12, 2018",4,"A Google user"
111625,22," Hmmmm nice","March 12, 2018",4,"Tâlhã Xâttí"
111626,22," very we'll","March 12, 2018",5,"Ripon Paul"
111627,22," very beautiful picture","March 12, 2018",5,"A Google user"
111628,22," Nice!","March 12, 2018",5,"Fatih Banahsan"
111629,22," Awesome","March 12, 2018",5,"A Google user"
111630,22," Awesome","March 12, 2018",5,"Aajad Ashish Raj"
111631,22," This is a great app for easy tasks. I would prefer to have an option to get pics from ssd or Drive. I would t en give it 5 stars and purchase.","March 12, 2018",4,"Ellen Ripley"
111632,22," ok","March 12, 2018",5,"jeanny pescadera"
111633,22," It is bloody Exellent","March 12, 2018",5,"John Alexander"
111634,22," pic art is better","March 11, 2018",1,"A Google user"
111635,22," Polamshiva","March 11, 2018",5,"p Shiva"
111636,22," Nice app.......","March 11, 2018",5,"Omkar Jadhav"
111637,22," It the worst","March 11, 2018",1,"A Google user"
111638,22," I WANTED NO ADDS","March 11, 2018",1,"paul george"
111639,22," Was pretty good just downloaded very slowly.","March 11, 2018",4,"A Google user"
111640,22," So  much better","March 11, 2018",5,"Angelica Saenz"
111641,22," I love it","March 11, 2018",5,"A Google user"
111642,22," It's really good app..","March 11, 2018",5,"A Google user"
111643,22," Cool","March 11, 2018",5,"A Google user"
111644,22," Best app for editing photos! I've had this app for years now and the best one I've tried yet ","March 11, 2018",5,"K Brown"
111645,22," Great editing options...it jst transforms the image...lved it","March 11, 2018",5,"Luna Bhattacharjee"
111646,22," Kk","March 11, 2018",5,"A Google user"
111647,22," I really like this app, But right now i am mot able to sign in to install different supplies. Please fix it.","March 11, 2018",4,"Kap Zan"
111648,22," Super","March 11, 2018",5,"A Google user"
111649,22," Its fabulous apps","March 10, 2018",5,"Bijoy Kumar Seal"
111650,22," Good","March 10, 2018",5,"A Google user"
111651,22," Aamir.Khan","March 10, 2018",5,"Aamir. Khan"
111652,22," Nice app","March 10, 2018",5,"A Google user"
111653,22," Good app takes forever 2 download","March 10, 2018",3,"mmm bullets"
111654,22," This app is so helpful because it has perfect typing","March 10, 2018",5,"A Google user"
111655,22," Love you app","March 10, 2018",5,"Jennifer pepe Marie"
111656,22," Fun to use. I will continue to use this app.","March 10, 2018",5,"A Google user"
111657,22," I think its amazing","March 10, 2018",5,"laura Miranda"
111658,22," It does not allow me to access all my photos..only a select few","March 10, 2018",2,"Jab Jab"
111659,22," nice","March 10, 2018",5,"borude raju"
111660,22," LA javab aap","March 10, 2018",1,"Rupesh Chavhan"
111661,22," Awesome app ","March 10, 2018",5,"Maninder Singh"
111662,22," Good","March 10, 2018",5,"Vyshakh P Ashok"
111663,22," ","March 10, 2018",5,"Salah Mavat"
111664,22," Super R","March 10, 2018",5,"Ramumahidhar Bingi"
111665,22," Absolutely Fantastic","March 10, 2018",5,"A Google user"
111666,22," I know ads are needed to help keep this app free but it's just too many and they pop up too soon otherwise a good app","March 9, 2018",3,"Jennifer Duke"
111667,22," Nicest photo editor ever","March 9, 2018",5,"Erisha Bolt"
111668,22," Very nice app for me","March 9, 2018",5,"A Google user"
111669,22," I am bysexual","March 9, 2018",5,"A Google user"
111670,22," I hate this app","March 9, 2018",1,"time pass hamid"
111671,22," So much fun and easy to use","March 9, 2018",5,"C Stipe"
111672,22," ","March 9, 2018",5,"Farhat Nisa"
111673,22," Can't purchase edits.. doesn't let you.. keeps saying an error has occurred","March 9, 2018",1,"Zara Mahonaki"
111674,22," Very nice,  well planned,  user friendly app.. Well-done ","March 9, 2018",5,"Ahmed Sadhoof Moosa"
111675,22," Its ok","March 9, 2018",3,"A Google user"
111676,22," i love it","March 9, 2018",5,"A Google user"
111677,22," Hope its as good as I believe","March 8, 2018",4,"Micheal Hall"
111678,22," Super","March 8, 2018",5,"Ash vs Evil & Dead"
111679,22," Very nice photo editor pro I love  it","March 8, 2018",5,"kasak kundu"
111680,22," i'll have loved so much this app it has a good editing works i'll so loved it","March 8, 2018",5,"A Google user"
111681,22," Great app!","March 8, 2018",5,"Julio Casanova"
111682,22," Awesome","March 8, 2018",5,"Christine VL"
111683,22," Nice job could be done but it need more improvement","March 8, 2018",5,"Extreme Free Fire"
111684,22," ","March 8, 2018",5,"A Google user"
111685,22," Santa  ","March 8, 2018",5,"Aarti Chand"
111686,22," I love it. It's actually better than the original app the comes with the phone. LoL","March 8, 2018",5,"Stephen Widing"
111687,22," Nice","March 8, 2018",5,"meharunisa sayyad"
111688,22," Used","March 7, 2018",5,"FAMOUS ONE"
111689,22," Ad too many ads","March 7, 2018",1,"A Google user"
111690,22," Nice","March 7, 2018",5,"A Google user"
111691,22," This thing sucks. It doesn't even have a home for me to sign up.","March 7, 2018",1,"Andi Hughes"
111692,22," Thats,cool!","March 7, 2018",5,"A Google user"
111693,22," Too good app..","March 7, 2018",5,"Sonali Kirtunia"
111694,22," Useful tool...","March 7, 2018",4,"Lim Junlee"
111695,22," Pls improve make impressed","March 7, 2018",5,"A Google user"
111696,22," I have problem download the effects. I can't either sign up north sign in","March 7, 2018",1,"milazar marie virginie"
111697,22," Cool","March 7, 2018",5,"Sub to Pewds :p"
111698,22," nothing","March 7, 2018",3,"A Google user"
111699,22," Can't open this app from my photos, can't view all photos, it expects me to go through them all one by one, to find the one I want to edit, that will take ages! Stupid system.","March 7, 2018",2,"Jessica Rogers"
111700,22," Hi, as I looked for an ape to help me with my Meant painting's, I Recommend 100%. Yours TRUE, Lawrence. Artist .also is Great for your Business.","March 7, 2018",5,"A Google user"
111701,22," ","March 7, 2018",5,"Bishal Paul"
111702,22," good one.","March 7, 2018",5,"Barinder maini"
111703,22," I don't like it","March 7, 2018",2,"Lexibug 031234"
111704,22," Great","March 7, 2018",5,"Victor Lourdes"
111705,22," good","March 7, 2018",5,"shopnil 123"
111706,22,"Nice Nice","March 7, 2018",4,"A Google user"
111707,22," This is the best app of all time ! Ovo je najbolja aplikacija ikada !","March 7, 2018",5,TheBabyBoy
111708,22," I just love it ","March 6, 2018",5,"Dynamo Gaming"
111709,22," Great for touchups and very suble vingetting","March 6, 2018",5,"A Google user"
111710,22," Great","March 6, 2018",5,"Oye Veer"
111711,22," Love it!!!!","March 6, 2018",5,"Brandie Mccormick"
111712,22," Very nice","March 6, 2018",5,"A Google user"
111713,22," You need to make the app able to view folders. I don't want to have to thumb through thousands of photos to get to the one I want to edit. Plus the app has way too many ads. Uninstalling....","March 6, 2018",1,"Terry Broadley"
111714,22," Its really good","March 6, 2018",5,"Reyna Tellez"
111715,22," super","March 6, 2018",5,"Veeresh Ib"
111716,22," A few more ads than I would like but it is amazing to edit photos with. I love it","March 6, 2018",5,"MysticFox 77"
111717,22," This app has helped me discover a much more darker side of me i never new I had.","March 6, 2018",5,"Smash-Hit Music"
111718,22," It sucks","March 6, 2018",1,"Block Head"
111719,22," Love it","March 6, 2018",5,"A Google user"
111720,22," A great app to edit great photos","March 6, 2018",5,"Rubi Canales"
111721,22," very nice app","March 6, 2018",5,"Imran Mahmud"
111722,22," Like what is this app?? I just cropped like 30 photos and none of them appeared in my gallery... what should I do ?? how do I get my photos?? I just wasted lot of time to just get those photos cropped and it didn't appear in my gallery !?!?! I am so mad right now... I request you please tell me the ...Full ReviewLike what is this app?? I just cropped like 30 photos and none of them appeared in my gallery... what should I do ?? how do I get my photos?? I just wasted lot of time to just get those photos cropped and it didn't appear in my gallery !?!?! I am so mad right now... I request you please tell me the way to get my photos back it shows that there is a cache kind of thing where it is being stored but I don't know... Please reply to it I'm please like tell me how to get it or else I am just I am installing this app ...","March 6, 2018",2,"A Google user"
111723,22," It's good app and it helps a lot to crop the photos and it contains a lot of features.","March 6, 2018",4,"ANSHUL VERMA"
111724,22," Best editor for basic level..try it amd subscribe our channel on YouTube","March 6, 2018",5,"High Five Pro"
111725,22,"Best app You know this should be premium","March 6, 2018",1,"Highlights Universe"
111726,22," Cool app. Recommended!","March 6, 2018",5,lolytafebriyanti
111727,22," could not  add text on photo sharply","March 6, 2018",1,"Amir Abadi"
111728,22," Gud","March 6, 2018",5,"abhirami kj"
111729,22," Akash Neelkanth","March 6, 2018",5,"A Google user"
111730,22," It is awesome for creating thumbnails!","March 6, 2018",5,"Toys for cool kids!"
111731,22," I love it briliant app muhhh","March 5, 2018",5,"TUBER BABA"
111732,22," Love it!","March 5, 2018",5,"A Google user"
111733,22," I have tried many photo editing apps and this continues to be the absolute best and its free.","March 5, 2018",4,"Em Bee"
111734,22," I'm mad because every time I try to download stickers it tells me there is a problem it's very very annoying fix this.","March 5, 2018",2,"Lamekia T"
111735,22," Nest","March 5, 2018",5,"j k Ghouri"
111736,22," Honestly I love it","March 5, 2018",5,"Love Is The Same"
111737,22," I love it","March 5, 2018",5,"my life and more"
111738,22," It is good as got a lot of ways to edit but not enough editors but the colleges you can pick so many different styles and it is good","March 5, 2018",4,"A Google user"
111739,22," I love it !!!!","March 5, 2018",5,"Curly Girl"
111740,22," Great","March 5, 2018",5,"A Google user"
111741,22," Bd ni","March 5, 2018",5,"A Google user"
111742,22," Its very very bad app","March 5, 2018",1,"A Google user"
111743,22," Very nice","March 5, 2018",5,"Arul Prakash"
111744,22," Thanks Thanks","March 4, 2018",3,"Rishabh Kumar"
111745,22,"gd slim","March 4, 2018",5,"A Google user"
111746,22," Very basic","March 4, 2018",5,"Virgie Saro"
111747,22," Fun app","March 4, 2018",5,"Ann McGuire"
111748,22," Good apk","March 4, 2018",3,"Md Anas"
111749,22," Just started with it and love it so far.","March 4, 2018",5,"A Google user"
111750,22," Goood","March 4, 2018",5,"Monolina Sarkar"
111751,22," Just a good app","March 4, 2018",2,"A Google user"
111752,22," No","March 4, 2018",1,"Mr Cyborg Nut"
111753,22," It is ...Full ReviewIt is ","March 4, 2018",5,"A Google user"
111754,22," Cool","March 4, 2018",3,"Rohan Rathod"
111755,22," ","March 4, 2018",5,"Monir khan"
111756,22," Giod","March 4, 2018",5,"A Google user"
111757,22," AWSOME!!","March 4, 2018",5,"Mont C"
111758,22," It's very easy to use","March 4, 2018",5,"Gamer'S DestinY"
111759,22," Cool","March 4, 2018",3,"A Google user"
111760,22," Dum wakapaca lalala","March 4, 2018",5,"A Google user"
111761,22," Nice app","March 4, 2018",5,"yuvaraj yuva"
111762,22," I love the app","March 4, 2018",5,"ifenna Teddy"
111763,22," Good","March 4, 2018",5,"Tanveer Singh Kang"
111764,22," want some more watermarks","March 3, 2018",5,"A Google user"
111765,22," Good","March 3, 2018",2,"Samiulla parvez"
111766,22,"I like Hehe","March 3, 2018",3,"A Google user"
111767,22," Good","March 3, 2018",5,"Sunil Sapata"
111768,22," Awesome","March 3, 2018",5,"A Google user"
111769,22," It seems awesome","March 3, 2018",4,"A Google user"
111770,22," This app is like the photoshop of phones","March 3, 2018",5,"Enigma ?"
111771,22," Lovely effects","March 3, 2018",4,"Valerie Spalek"
111772,22," ","March 3, 2018",2,"Nidhin Krishna"
111773,22," Rrally awesome, lots of cool things i never thoigbt I'd like, but found out I do. Okay filter variety, I would like a little more, especially for natural landscapes","March 3, 2018",4,"A Google user"
111774,22," Good","March 3, 2018",5,"A Google user"
111775,22," Nyc app","March 3, 2018",5,"A Google user"
111776,22," It's awesome and I can make boring pics to funny and awesome pics","March 3, 2018",5,"A Google user"
111777,22,"Very good app must download This app is very good then other App download this app this app is very good","March 3, 2018",4,"A Google user"
111778,22," Wasteing tym....","March 3, 2018",1,"A Google user"
111779,22," Itx best photo editor app","March 3, 2018",5,"khawaja usama zubair"
111780,22," This is so cool! I just with it had different features in it! Totaly recommend this! ","March 3, 2018",4,"A Google user"
111781,22," Good aps","March 3, 2018",5,"A Google user"
111782,22," It is yhe best photo editing app  !","March 3, 2018",5,"A Google user"
111783,22," It's good editing app I love it","March 3, 2018",5,"Rishu Kumar"
111784,22," Very  Good","March 2, 2018",5,"Utkarsh Nishad"
111785,22," Mast","March 2, 2018",5,"Dhanbir singh Bist"
111786,22," I think is really amazing i have no Suggestions nothing it is so amazingg I cant believe it  thanks for making this  Game it is so so so.... amzing just woww","March 2, 2018",5,"Joshua Gutierrez"
111787,22," This app has a lot of adds but it makes up for them with the amazing graphics","March 2, 2018",5,"A Google user"
111788,22," Great 4 basic touch up and text integration","March 2, 2018",5,"Brit Audeoud"
111789,22,"For an older version Nice","March 2, 2018",5,"Akshay Bijukumar"
111790,22," Best","March 2, 2018",5,"kaneki ken"
111791,22," Tapsa guda","March 2, 2018",5,"A Google user"
111792,22," Its good","March 2, 2018",4,"A Google user"
111793,22," Really good","March 2, 2018",5,"evase videos"
111794,22," like like n like.....ok","March 2, 2018",5,"Jeff brutal"
111795,22," Way too many ads","March 2, 2018",1,"Rebecca Hulme"
111796,22," Thank","March 2, 2018",5,"The only Hap"
111797,22," Wow this app was so #cool and creative and was 2 good...","March 2, 2018",4,"A Google user"
111798,22," Yeceh is April it's also pay pal pic","March 2, 2018",5,"Toto Nicosia"
111799,22," Poor","March 2, 2018",3,"A Google user"
111800,22," Love how it lightens pics and edits photos","March 2, 2018",5,"Nikky Irene"
111801,22," Gd","March 2, 2018",5,"A Google user"
111802,22," i like it alot","March 2, 2018",4,"Jennifer B"
111803,22," I am a YouTuber this is a good editor for my videos pictures its very good","March 2, 2018",5,"PIXEL PlayZz"
111804,22," Up to this point it is amazing","March 2, 2018",5,"A Google user"
111805,22," Nice","March 2, 2018",5,"Shubham Jat"
111806,22,"Ranga dad. Ranga","March 2, 2018",3,"Ranga Dada uv hattip"
111807,22," Its great and easy enough to use. Thanks","March 2, 2018",5,"Random Drawing"
111808,22," beautiful","March 2, 2018",1,"ARAFAT RAHMAN"
111809,22," Good photo editor","March 1, 2018",5,"A Google user"
111810,22," superb app","March 1, 2018",5,"A Google user"
111811,22," Hhh","March 1, 2018",5,"shahrokh hajlari"
111812,22," Nice and easy to work","March 1, 2018",5,"Sitaram Maurya"
111813,22," I only","March 1, 2018",3,"A Google user"
111814,22," 10/10 can make memes about the people I hate - pewdiepie","March 1, 2018",5,Roblox_God
111815,22," It's very useful because  sometimes you might need it","March 1, 2018",5,"A Google user"
111816,22," Why can't I choose pictures from my gallery?","March 1, 2018",1,"Joe Billera"
111817,22," So cool","March 1, 2018",5,"NABADWIP SANTALI N.V.C"
111818,22,"Awesome Best Thing In My Life Besides Harry Potter.","March 1, 2018",5,"bev foreever"
111819,22," Nice apps veryyyy nice","March 1, 2018",5,"A Google user"
111820,22," this works great I use it all the time it is the best photo editor ever","March 1, 2018",5,"A Google user"
111821,22," amaziiiiing","March 1, 2018",5,"ZIZO TV"
111822,22," good","March 1, 2018",5,"Ji Kye"
111823,22," Cool","March 1, 2018",5,"friends forever"
111824,22," Love  it","March 1, 2018",5,"A Google user"
111825,22," o9","March 1, 2018",2,"Md al Iftier"
111826,22," The ads are constant, even with the app closed, even when i put the app to sleep. I loved editing with it, but i can't deal with the ads","March 1, 2018",3,"CrapWho AmI"
111827,22," Hmm","March 1, 2018",3,"Learning With CASIO Rahul Kushwaha"
111828,22," Wonderful changes. really I loved it","March 1, 2018",5,"A Google user"
111829,22," NICE","March 1, 2018",5,"narendra meena"
111830,22," It's  the best camera in  life.","March 1, 2018",5,"A Google user"
111831,22," Can't sign in","March 1, 2018",5,"Habibie Oke"
111832,22," Very nice app. I use it often!","February 28, 2018",4,"Jim G."
111833,22," I love this app it's the one I recommend for making the best pictures.","February 28, 2018",4,"Michelle Boyd"
111834,22," It won't let me sign up or log in! Fix this please! I love this app, just it won't let me sign up for other effects such as stickers!","February 28, 2018",2,"Cookiez Storm"
111835,22," Really good awesome it's a good app I think there should be a little bit improvements like you can cover up like little parts of your skin or whatever you want in the photo to use it","February 28, 2018",5,"Steven Roach"
111836,22," Good app","February 28, 2018",5,"Rick P."
111837,22," Wrost aap","February 28, 2018",1,"SNS Technology"
111838,22," I would give it 5 star's but them ads are so annoying.. Really! Really!! hate ads but it's a great app though","February 28, 2018",4,"Thembile Ngadlela"
111839,22," The app seems great so far, but I'm trying to download extras on it but it doesn't let me sign in or sign up. Keeps saying an error has occurred???","February 28, 2018",3,"Melanie Ridley"
111840,22," This is auwsom","February 28, 2018",5,"A Google user"
111841,22," I like uou","February 28, 2018",5,"A Google user"
111842,22," Wow beautiful editor app.. Thank for the app","February 28, 2018",5,"Emon Raj"
111843,22," ","February 28, 2018",5,"A Google user"
111844,22," Very awesome app","February 28, 2018",5,"A Google user"
111845,22," Modification not save !! Not recomend","February 28, 2018",1,"khalid laarach"
111846,22," Great","February 28, 2018",5,"Michael Palisoc"
111847,22," Sachin N","February 28, 2018",5,"Vikash bhujetya Meena"
111848,22," 9ice 1","February 28, 2018",5,"Ade Ola"
111849,22,"Photo editor Very sexy","February 27, 2018",5,"A Google user"
111850,22," When i am using this app it fantastic app for clicking photo","February 27, 2018",3,"Rajesh Chaurasiya"
111851,22," The background says cool (constapated over wanted out of style loser) not the best choice. Lol","February 27, 2018",4,"A Google user"
111852,22," I love it","February 27, 2018",5,"A Google user"
111853,22," Do not download !!! Waste of time!!!! Worste app ever its like a child made it","February 27, 2018",1,"Reid Bros."
111854,22," Good","February 27, 2018",5,"Mirza Khubaib"
111855,22," It's good","February 27, 2018",4,"Ankita kandur"
111856,22," I think its an okay app I mean a little less install and a little more its right in front of you but whatever .","February 27, 2018",4,"Sara Wallace"
111857,22," I hate this editor","February 27, 2018",5,"A Google user"
111858,22," Its lovely","February 26, 2018",5,"A Google user"
111859,22," Awesome app","February 26, 2018",5,"Megha Raghunandan"
111860,22," Awesome","February 26, 2018",5,"Shwetark Dharaglkar"
111861,22," Bad","February 26, 2018",1,"RAJA KI VINES"
111862,22," Only problem I'm having is that I can't restore all my filters and accessories cents I've redownload the app :( but other then that I absolutely love this app","February 26, 2018",4,"Amanda Hartman"
111863,22," Amazing","February 26, 2018",5,"A Google user"
111864,22," Perfect for editing photos","February 26, 2018",5,"Emmanuel John Malonzo"
111865,22," This app sucks way to mini apps","February 26, 2018",1,"Melissa C"
111866,22," I think it's alright but the adds are fricking annoying","February 26, 2018",4,"A Google user"
111867,22," I love it just I wish there was less ads","February 26, 2018",4,"IceQueen 13"
111868,22," Bloody awesome editor. I have only 2 downpoints:  1 - I get an error message when trying to install the Effects packs. Even though I have an Adobe account. 2 - no purchase option to remove ads. I'm more than happy to pay for this, the ads make it so annoying. Would rate 5 stars if these are rectifie...Full ReviewBloody awesome editor. I have only 2 downpoints:  1 - I get an error message when trying to install the Effects packs. Even though I have an Adobe account. 2 - no purchase option to remove ads. I'm more than happy to pay for this, the ads make it so annoying. Would rate 5 stars if these are rectified","February 26, 2018",4,"Nik Nak"
111869,22," Nice.....","February 26, 2018",5,"A Google user"
111870,22," You hey what it says.","February 26, 2018",5,"Tony Gilmore"
111871,22," God","February 26, 2018",5,"A Google user"
111872,22," It is the best at editing videos ","February 26, 2018",5,"Ghenadie Boleacu Ghenadie Boleacu"
111873,22," Good","February 26, 2018",5,"Rajesh Khetariya"
111874,22," It's awesome","February 26, 2018",5,"Deondre Richards"
111875,22," Awesome","February 26, 2018",4,"Nikhil Chaudhary"
111876,22," Love it","February 25, 2018",5,"Hunter Chron"
111877,22," I love it so much","February 25, 2018",5,"Jhaya Claire Rodriguez"
111878,22," It's perfect","February 25, 2018",5,"FAST EDDIE"
111879,22," Brilliant App. Just a shame that I cannot get any of the additonal content due to a server sign in error :/","February 25, 2018",4,"Charlene Ann Jennings"
111880,22," Good","February 25, 2018",5,"A Google user"
111881,22," It's okay","February 25, 2018",3,"A Google user"
111882,22," Has a good variety of things to do and saves special memories.","February 25, 2018",5,"A Google user"
111883,22," Useful","February 25, 2018",5,"Carena Butler"
111884,22," Its great luv it","February 25, 2018",5,"Thobiaancubei Patricia"
111885,22," Awlli","February 25, 2018",5,"A Google user"
111886,22," Excellent. U might need to make original copies of ur pics before trying it out so u preserve original copies.","February 25, 2018",5,"Brian HBeck"
111887,22," Nc","February 25, 2018",5,"MH Rony Hosain"
111888,22," Its kool","February 25, 2018",4,"A Google user"
111889,22," Guess the app's pretty good","February 25, 2018",4,"Suryagayathri S"
111890,22," Excellent options in terms of editing photos.","February 25, 2018",5,"Gaming Gg"
111891,22," Nice app.","February 24, 2018",3,"Kuldeep Roshan"
111892,22," ","February 24, 2018",5,"Amir Amir"
111893,22," Good","February 24, 2018",5,"Dennis Temba"
111894,22," Philippines created this app (Just joking)","February 24, 2018",5,"Zhein Tierra"
111895,22," This app is pretty usful and I use it alot. Just need to make it faster","February 24, 2018",4,"Rushil Gupta"
111896,22," Was great but now I can't get the filters after changing phones because the adobe page is always error ","February 24, 2018",4,esthetical
111897,22," A bad","February 24, 2018",5,"A Google user"
111898,22," Lol you can make stiff game's","February 24, 2018",4,"Christi Henefield"
111899,22," It's useful for  memes","February 24, 2018",5,"Nardicusjr The epic youtuber"
111900,22," Good","February 24, 2018",4,"Ram Mupparaju"
111901,22," I am happy to download this","February 24, 2018",5,"A Google user"
111902,22," This is the best photo editer it's so good! I don't know why people keep saying there's too much adds because adds only popped  up like twice? Anyway I love this app!","February 24, 2018",5,"A Google user"
111903,22," Super","February 24, 2018",5,"Andrew Evan"
111904,22," Best","February 24, 2018",5,"A Google user"
111905,22," Loved this app","February 24, 2018",5,"A Google user"
111906,22," I like it ","February 24, 2018",5,"Eslam Hewedy"
111907,22," IT'S AMAZING. I USE IT A LOT ON ALL MY PICTURES","February 24, 2018",5,"A Google user"
111908,22,"           .             ","February 23, 2018",4,"Ahmad Rasouli"
111909,22," Pretty good app for editing photos. I just recommend letting us put more than one photo together to edit.","February 23, 2018",4,"A Google user"
111910,22," Nice","February 23, 2018",5,"huriya fate"
111911,22," NIRAJ RAJ","February 23, 2018",5,"A Google user"
111912,22," Nice app","February 23, 2018",5,"A Google user"
111913,22," Epic","February 23, 2018",5,"A Google user"
111914,22," Best one I've found so far","February 23, 2018",4,"antanyia griffis"
111915,22," I like it add more effects","February 23, 2018",4,"Golden guy"
111916,22," Works very Well...I recommend it...","February 23, 2018",5,"A Google user"
111917,22," Brilliant app","February 23, 2018",5,"Raj Kumar"
111918,22," ","February 23, 2018",3,"Sandeep Mukherjee"
111919,22," My Favorite Photo Lab Editor Crop  This is good Photo Editor  Its thanks my of all user","February 23, 2018",5,"ANISH KUMAR"
111920,22," It is good but I think there should be more filters ","February 23, 2018",3,"Snake Shadow"
111921,22," Good","February 23, 2018",4,"Akshat Malhotra"
111922,22," Dhoka","February 23, 2018",5,"Rajesh Adhikary"
111923,22," Keeps crashing & wont open","February 23, 2018",1,"Forever Young"
111924,22," Good","February 22, 2018",5,"Aditya pandit jii"
111925,22," waoooo!","February 22, 2018",5,"Abdul Hafiz"
111926,22," ","February 22, 2018",4,"Rylie H.K"
111927,22," Cool has hd so that coo","February 22, 2018",5,"Sage Mode Master"
111928,22," I love it   Thanks","February 22, 2018",4,"Laci Clevenger"
111929,22," Jeez with the ads","February 22, 2018",4,"Lucas Ryder"
111930,22," It is the best there is not that much that  doesn't did a nice job","February 22, 2018",5,"Hunix57 Angel"
111931,22," ITS SO COOL AND ITS FREE","February 22, 2018",5,"Trinity Lindquist"
111932,22," THIS APP IS AWESOME!! I absolutely love this app so much!","February 22, 2018",5,"Quesa Studios"
111933,22," Amazing features","February 22, 2018",5,"Eric Mosley"
111934,22," Niccce","February 22, 2018",5,"Mojtaba Jamali"
111935,22," The images are not getting saved n shared after editing","February 22, 2018",1,"Sushilkumar Singh"
111936,22," Good","February 22, 2018",2,"adheesha indumina"
111937,22," The app is amazing great edits, crops, it's something that's very useful","February 22, 2018",5,"A Google user"
111938,22," Great for my YT photo","February 22, 2018",5,"Rose Effect"
111939,22," Perfect","February 22, 2018",5,"A Google user"
111940,22," Gud","February 22, 2018",5,"Ayu Aflola"
111941,22," ","February 22, 2018",5,"Alireza emami_ir"
111942,22," So far so good","February 22, 2018",4,"Neville Hart"
111943,22," Lov it","February 21, 2018",5,"MRajukumar Status adda telugu"
111944,22," Worst photo editing app I have ever used. Contantly messes up and freezes","February 21, 2018",1,"Emily Madison"
111945,22," Great! At first I thought you had to actually install stickers and such, but no! Just click and bam, it's in the app! No seperate app! And instantly downloads sticker and such. Great! BUT, I HATE how you you can only turn to certain angles   AND evertime you're done and press done, it exits yo...Full ReviewGreat! At first I thought you had to actually install stickers and such, but no! Just click and bam, it's in the app! No seperate app! And instantly downloads sticker and such. Great! BUT, I HATE how you you can only turn to certain angles   AND evertime you're done and press done, it exits you out of the app. And it repets and you have to exit the app. And you really need an UNDO button. Terrible for Apple products  Also you can only download 2 sets of everything. Boo.","February 21, 2018",3,"A Google user"
111946,22," It is a great app I only tried the editing part though but am sure the other things it can so is good","February 21, 2018",5,"Grace Gordon"
111947,22," it's easy to use","February 21, 2018",4,"Abul Kalam Azad"
